Mod:Item:MetaData, Localized Name
Thaumcraft:ItemChestplateVoidFortress, Void Thaumaturge Robe
Thaumcraft:ItemLeggingsVoidFortress, Void Thaumaturge Leggings
Thaumcraft:ItemSanitySoap, Sanitizing Soap
Thaumcraft:ItemSanityChecker, Sanity Checker
Thaumcraft:ItemBottleTaint, Bottled Taint
Thaumcraft:ItemHelmetCultistRobe, Crimson Cult Hood
Thaumcraft:ItemChestplateCultistRobe, Crimson Cult Robe
Thaumcraft:ItemLeggingsCultistRobe, Crimson Cult Leggings
Thaumcraft:ItemBootsCultist, Crimson Cult Boots
Thaumcraft:ItemHelmetCultistPlate, Crimson Cult Helm
Thaumcraft:ItemChestplateCultistPlate, Crimson Cult Chestplate
Thaumcraft:ItemLeggingsCultistPlate, Crimson Cult Greaves
Thaumcraft:ItemHelmetCultistLeaderPlate, Crimson Praetor Helm
Thaumcraft:ItemChestplateCultistLeaderPlate, Crimson Praetor Chestplate
Thaumcraft:ItemLeggingsCultistLeaderPlate, Crimson Praetor Greaves
Thaumcraft:ItemSwordCrimson, Crimson Blade
Thaumcraft:ItemLootBag:0, Common Treasure
Thaumcraft:ItemLootBag:1, Uncommon Treasure
Thaumcraft:ItemLootBag:2, Rare Treasure
Thaumcraft:ItemCompassStone:0, Sinister Lodestone
Thaumcraft:ItemPrimalCrusher, Primal Crusher
Botania:lexicon, item.lexicon.name
Botania:petal:0, Mystical White Petal
Botania:petal:1, Mystical Orange Petal
Botania:petal:2, Mystical Magenta Petal
Botania:petal:3, Mystical Light Blue Petal
Botania:petal:4, Mystical Yellow Petal
Botania:petal:5, Mystical Lime Petal
Botania:petal:6, Mystical Pink Petal
Botania:petal:7, Mystical Gray Petal
Botania:petal:8, Mystical Light Gray Petal
Botania:petal:9, Mystical Cyan Petal
Botania:petal:10, Mystical Purple Petal
Botania:petal:11, Mystical Blue Petal
Botania:petal:12, Mystical Brown Petal
Botania:petal:13, Mystical Green Petal
Botania:petal:14, Mystical Red Petal
Botania:petal:15, Mystical Black Petal
Botania:dye:0, Floral White Powder
Botania:dye:1, Floral Orange Powder
Botania:dye:2, Floral Magenta Powder
Botania:dye:3, Floral Light Blue Powder
Botania:dye:4, Floral Yellow Powder
Botania:dye:5, Floral Lime Powder
Botania:dye:6, Floral Pink Powder
Botania:dye:7, Floral Gray Powder
Botania:dye:8, Floral Light Gray Powder
Botania:dye:9, Floral Cyan Powder
Botania:dye:10, Floral Purple Powder
Botania:dye:11, Floral Blue Powder
Botania:dye:12, Floral Brown Powder
Botania:dye:13, Floral Green Powder
Botania:dye:14, Floral Red Powder
Botania:dye:15, Floral Black Powder
Botania:pestleAndMortar, item.pestleAndMortar.name
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:manaResource:0, Manasteel Ingot
Botania:manaResource:1, Mana Pearl
Botania:manaResource:2, Mana Diamond
Botania:manaResource:3, Livingwood Twig
Botania:manaResource:4, Terrasteel Ingot
Botania:manaResource:5, Gaia Spirit
Botania:manaResource:6, Redstone Root
Botania:manaResource:7, Elementium Ingot
Botania:manaResource:8, Pixie Dust
Botania:manaResource:9, Dragonstone
Botania:manaResource:10, Prismarine Shard
Botania:manaResource:11, Crafting Placeholder
Botania:manaResource:12, Red String
Botania:manaResource:13, Dreamwood Twig
Botania:manaResource:14, Gaia Spirit Ingot
Botania:manaResource:15, Ender Air Bottle
Botania:manaResource:16, Mana Infused String
Botania:manaResource:17, Manasteel Nugget
Botania:manaResource:18, Terrasteel Nugget
Botania:manaResource:19, Elementium Nugget
Botania:manaResource:20, Living Root
Botania:manaResource:21, Pebble
Botania:manaResource:22, Manaweave Cloth
Botania:lens:0, Mana Lens
Botania:lens:1, Mana Lens: Velocity
Botania:lens:2, Mana Lens: Potency
Botania:lens:3, Mana Lens: Resistance
Botania:lens:4, Mana Lens: Efficiency
Botania:lens:5, Mana Lens: Bounce
Botania:lens:6, Mana Lens: Gravity
Botania:lens:7, Mana Lens: Bore
Botania:lens:8, Mana Lens: Damaging
Botania:lens:9, Mana Lens: Phantom
Botania:lens:10, Mana Lens: Magnetizing
Botania:lens:11, Mana Lens: Entropic
Botania:lens:12, Mana Lens: Influence
Botania:lens:13, Mana Lens: Weight
Botania:lens:14, Mana Lens: Paintslinger
Botania:lens:15, Mana Lens: Kindle
Botania:lens:16, Mana Lens: Force
Botania:lens:17, Mana Lens: Flash
Botania:lens:18, Mana Lens: Warp
Botania:manaPetal:0, White Mana Petal
Botania:manaPetal:1, Orange Mana Petal
Botania:manaPetal:2, Magenta Mana Petal
Botania:manaPetal:3, Light Blue Mana Petal
Botania:manaPetal:4, Yellow Mana Petal
Botania:manaPetal:5, Lime Mana Petal
Botania:manaPetal:6, Pink Mana Petal
Botania:manaPetal:7, Gray Mana Petal
Botania:manaPetal:8, Light Gray Mana Petal
Botania:manaPetal:9, Cyan Mana Petal
Botania:manaPetal:10, Purple Mana Petal
Botania:manaPetal:11, Blue Mana Petal
Botania:manaPetal:12, Brown Mana Petal
Botania:manaPetal:13, Green Mana Petal
Botania:manaPetal:14, Red Mana Petal
Botania:manaPetal:15, Black Mana Petal
Botania:rune:0, Rune of Water
Botania:rune:1, Rune of Fire
Botania:rune:2, Rune of Earth
Botania:rune:3, Rune of Air
Botania:rune:4, Rune of Spring
Botania:rune:5, Rune of Summer
Botania:rune:6, Rune of Autumn
Botania:rune:7, Rune of Winter
Botania:rune:8, Rune of Mana
Botania:rune:9, Rune of Lust
Botania:rune:10, Rune of Gluttony
Botania:rune:11, Rune of Greed
Botania:rune:12, Rune of Sloth
Botania:rune:13, Rune of Wrath
Botania:rune:14, Rune of Envy
Botania:rune:15, Rune of Pride
Botania:signalFlare, item.signalFlare.name
Botania:manaTablet, item.manaTablet.name
Botania:manaGun, item.manaGun.name
Botania:manaCookie, item.manaCookie.name
Botania:fertilizer, item.fertilizer.name
Botania:grassSeeds:0, Pasture Seeds
Botania:grassSeeds:1, Boreal Seeds
Botania:grassSeeds:2, Infestation Spores
Botania:dirtRod, item.dirtRod.name
Botania:terraformRod, item.terraformRod.name
Botania:grassHorn:0, Horn of the Wild
Botania:grassHorn:1, Horn of the Canopy
Botania:grassHorn:2, Horn of the Covering
Botania:manaMirror, item.manaMirror.name
Botania:manasteelHelm, item.manasteelHelm.name
Botania:manasteelHelmReveal, item.manasteelHelmReveal.name
Botania:manasteelChest, item.manasteelChest.name
Botania:manasteelLegs, item.manasteelLegs.name
Botania:manasteelBoots, item.manasteelBoots.name
Botania:manasteelPick, item.manasteelPick.name
Botania:manasteelShovel, item.manasteelShovel.name
Botania:manasteelAxe, item.manasteelAxe.name
Botania:manasteelSword, item.manasteelSword.name
Botania:manasteelShears, item.manasteelShears.name
Botania:terrasteelHelm, item.terrasteelHelm.name
Botania:terrasteelHelmReveal, item.terrasteelHelmReveal.name
Botania:terrasteelChest, item.terrasteelChest.name
Botania:terrasteelLegs, item.terrasteelLegs.name
Botania:terrasteelBoots, item.terrasteelBoots.name
Botania:terraSword, item.terraSword.name
Botania:tinyPlanet, item.tinyPlanet.name
Botania:manaRing, item.manaRing.name
Botania:auraRing, item.auraRing.name
Botania:manaRingGreater, item.manaRingGreater.name
Botania:auraRingGreater, item.auraRingGreater.name
Botania:travelBelt, item.travelBelt.name
Botania:knockbackBelt, item.knockbackBelt.name
Botania:icePendant, item.icePendant.name
Botania:lavaPendant, item.lavaPendant.name
Botania:goldenLaurel, item.goldenLaurel.name
Botania:magnetRing, item.magnetRing.name
Botania:waterRing, item.waterRing.name
Botania:miningRing, item.miningRing.name
Botania:terraPick, item.terraPick.name
Botania:divaCharm, item.divaCharm.name
Botania:flightTiara:0, Flügel Tiara
Botania:flightTiara:1, Flügel Tiara
Botania:flightTiara:2, Flügel Tiara
Botania:flightTiara:3, Flügel Tiara
Botania:flightTiara:4, Flügel Tiara
Botania:flightTiara:5, Flügel Tiara
Botania:flightTiara:6, Flügel Tiara
Botania:flightTiara:7, Flügel Tiara
Botania:flightTiara:8, Flügel Tiara
Botania:enderDagger, item.enderDagger.name
Botania:quartz:0, Smokey Quartz
Botania:quartz:1, Mana Quartz
Botania:quartz:2, Blaze Quartz
Botania:quartz:3, Lavender Quartz
Botania:quartz:4, Redquartz
Botania:quartz:5, Elven Quartz
Botania:quartz:6, Sunny Quartz
Botania:waterRod, item.waterRod.name
Botania:elementiumHelm, item.elementiumHelm.name
Botania:elementiumHelmReveal, item.elementiumHelmReveal.name
Botania:elementiumChest, item.elementiumChest.name
Botania:elementiumLegs, item.elementiumLegs.name
Botania:elementiumBoots, item.elementiumBoots.name
Botania:elementiumPick, item.elementiumPick.name
Botania:elementiumShovel, item.elementiumShovel.name
Botania:elementiumAxe, item.elementiumAxe.name
Botania:elementiumSword, item.elementiumSword.name
Botania:elementiumShears, item.elementiumShears.name
Botania:openBucket, item.openBucket.name
Botania:spawnerMover, item.spawnerMover.name
Botania:pixieRing, item.pixieRing.name
Botania:superTravelBelt, item.superTravelBelt.name
Botania:rainbowRod, item.rainbowRod.name
Botania:tornadoRod, item.tornadoRod.name
Botania:fireRod, item.fireRod.name
Botania:vineBall, item.vineBall.name
Botania:slingshot, item.slingshot.name
Botania:manaBottle, item.manaBottle.name
Botania:laputaShard:0, Shard of Laputa
Botania:laputaShard:4, Shard of Laputa
Botania:laputaShard:9, Shard of Laputa
Botania:laputaShard:14, Shard of Laputa
Botania:laputaShard:19, Shard of Laputa
Botania:virus:0, Necrodermal Virus
Botania:virus:1, Nullodermal Virus
Botania:reachRing, item.reachRing.name
Botania:skyDirtRod, item.skyDirtRod.name
Botania:itemFinder, item.itemFinder.name
Botania:superLavaPendant, item.superLavaPendant.name
Botania:enderHand, item.enderHand.name
Botania:glassPick, item.glassPick.name
Botania:spark, item.spark.name
Botania:sparkUpgrade:0, Spark Augment: Dispersive
Botania:sparkUpgrade:1, Spark Augment: Dominant
Botania:sparkUpgrade:2, Spark Augment: Recessive
Botania:sparkUpgrade:3, Spark Augment: Isolated
Botania:diviningRod, item.diviningRod.name
Botania:gravityRod, item.gravityRod.name
Botania:regenIvy, item.regenIvy.name
Botania:manaInkwell, item.manaInkwell.name
Botania:vial:0, Managlass Vial
Botania:vial:1, Alfglass Flask
Botania:brewVial, item.brewVial.name
Botania:brewFlask, item.brewFlask.name
Botania:bloodPendant, item.bloodPendant.name
Botania:missileRod, item.missileRod.name
Botania:holyCloak, item.holyCloak.name
Botania:unholyCloak, item.unholyCloak.name
Botania:craftingHalo, item.craftingHalo.name
Botania:blackLotus:0, Black Lotus
Botania:blackLotus:1, Blacker Lotus
Botania:monocle, item.monocle.name
Botania:clip, item.clip.name
Botania:cobbleRod, item.cobbleRod.name
Botania:smeltRod, item.smeltRod.name
Botania:worldSeed, item.worldSeed.name
Botania:spellCloth, Spellbinding Cloth
Botania:thornChakram:0, Thorn Chakram
Botania:thornChakram:1, Flare Chakram
Botania:overgrowthSeed, item.overgrowthSeed.name
Botania:craftPattern:0, Crafting Pattern #1: 1x1
Botania:craftPattern:1, Crafting Pattern #2: 2x2
Botania:craftPattern:2, Crafting Pattern #3: 1x2
Botania:craftPattern:3, Crafting Pattern #4: 2x1
Botania:craftPattern:4, Crafting Pattern #5: 1x3
Botania:craftPattern:5, Crafting Pattern #6: 3x1
Botania:craftPattern:6, Crafting Pattern #7: 2x3
Botania:craftPattern:7, Crafting Pattern #8: 3x2
Botania:craftPattern:8, Crafting Pattern #9: Donut
Botania:ancientWill:0, Will of Ahrim
Botania:ancientWill:1, Will of Dharok
Botania:ancientWill:2, Will of Guthan
Botania:ancientWill:3, Will of Torag
Botania:ancientWill:4, Will of Verac
Botania:ancientWill:5, Will of Karil
Botania:corporeaSpark:0, Corporea Spark
Botania:corporeaSpark:1, Master Corporea Spark
Botania:livingwoodBow, item.livingwoodBow.name
Botania:crystalBow, item.crystalBow.name
Botania:cosmetic:0, Black Bowtie
Botania:cosmetic:1, Black Tie
Botania:cosmetic:2, Red Glasses
Botania:cosmetic:3, Puffy Scarf
Botania:cosmetic:4, Engineer Goggles
Botania:cosmetic:5, Eyepatch
Botania:cosmetic:6, Wicked Eyepatch
Botania:cosmetic:7, Red Ribbons
Botania:cosmetic:8, Pink Flower Bud
Botania:cosmetic:9, Polka-Dotted Bows
Botania:cosmetic:10, Blue Butterfly
Botania:cosmetic:11, Cat Ears
Botania:cosmetic:12, Witch Pin
Botania:cosmetic:13, Devil Tail
Botania:cosmetic:14, Kamui Eye
Botania:cosmetic:15, Googly Eyes
Botania:cosmetic:16, Four-Leafed Clover
Botania:cosmetic:17, Clock Eye
Botania:cosmetic:18, Unicorn Horn
Botania:cosmetic:19, Devil Horns
Botania:cosmetic:20, Hyper Plus
Botania:cosmetic:21, Botanist Emblem
Botania:cosmetic:22, Ancient Mask
Botania:cosmetic:23, Eerie Mask
Botania:cosmetic:24, Alien Antenna
Botania:cosmetic:25, Anaglyph Glasses
Botania:cosmetic:26, Orange Shades
Botania:cosmetic:27, Groucho Glasses
Botania:cosmetic:28, Thick Eyebrows
Botania:cosmetic:29, Lusitanic Shield
Botania:cosmetic:30, Tiny Potato Mask
Botania:cosmetic:31, Questgiver Mark
Botania:swapRing, item.swapRing.name
Botania:flowerBag, item.flowerBag.name
Botania:phantomInk, item.phantomInk.name
Botania:poolMinecart, item.poolMinecart.name
Botania:pinkinator, item.pinkinator.name
Botania:infiniteFruit, item.infiniteFruit.name
Botania:kingKey, item.kingKey.name
Botania:flugelEye, item.flugelEye.name
Botania:thorRing, item.thorRing.name
Botania:odinRing, item.odinRing.name
Botania:lokiRing, item.lokiRing.name
Botania:aesirRing, item.aesirRing.name
Botania:dice, item.dice.name
Botania:keepIvy, item.keepIvy.name
Botania:blackHoleTalisman:0, Black Hole Talisman
Botania:recordGaia1, item.recordGaia1.name
Botania:recordGaia2, item.recordGaia2.name
Botania:temperanceStone:0, Stone of Temperance
Botania:incenseStick, item.incenseStick.name
Botania:terraAxe, item.terraAxe.name
Botania:waterBowl, item.waterBowl.name
Botania:obedienceStick, item.obedienceStick.name
Botania:cacophonium, item.cacophonium.name
Botania:slimeBottle:0, Slime in a Bottle
Botania:starSword, item.starSword.name
Botania:exchangeRod, item.exchangeRod.name
Botania:magnetRingGreater, item.magnetRingGreater.name
Botania:thunderSword, item.thunderSword.name
Botania:manaweaveHelm, item.manaweaveHelm.name
Botania:manaweaveLegs, item.manaweaveLegs.name
Botania:manaweaveChest, item.manaweaveChest.name
Botania:manaweaveBoots, item.manaweaveBoots.name
Botania:autocraftingHalo, item.autocraftingHalo.name
Avaritia:Resource:0, Diamond Lattice
Avaritia:Resource:1, Crystal Matrix Ingot
Avaritia:Resource:2, Pile of Neutrons
Avaritia:Resource:3, Neutronium Nugget
Avaritia:Resource:4, Neutronium Ingot
Avaritia:Resource:5, Infinity Catalyst
Avaritia:Resource:6, Infinity Ingot
Avaritia:Resource:7, Record Fragment
Avaritia:Singularity:0, Iron Singularity
Avaritia:Singularity:1, Golden Singularity
Avaritia:Singularity:2, Lapis Singularity
Avaritia:Singularity:3, Redstone Singularity
Avaritia:Singularity:4, Nether Quartz Singularity
Avaritia:Singularity:5, Copper Singularity
Avaritia:Singularity:6, Tin Singularity
Avaritia:Singularity:7, Leaden Singularity
Avaritia:Singularity:8, Silver Singularity
Avaritia:Singularity:9, Nickel Singularity
Avaritia:Infinity_Pickaxe, World Breaker
Avaritia:Infinity_Sword, Sword of the Cosmos
Avaritia:Skull_Sword, Skullfire Sword
Avaritia:Ultimate_Stew, Ultimate Stew
Avaritia:Cosmic_Meatballs, Cosmic Meatballs
Avaritia:Endest_Pearl, Endest Pearl
Avaritia:Infinity_Helm, Infinity Helmet
Avaritia:Infinity_Chest, Infinity Breastplate
Avaritia:Infinity_Pants, Infinity Pants
Avaritia:Infinity_Shoes, Infinity Boots
Avaritia:Matter_Cluster, Matter Cluster
Avaritia:Infinity_Bow, Longbow of the Heavens
Avaritia:Infinity_Shovel, Planet Eater
Avaritia:Infinity_Axe, Nature's Ruin
chisel:upgrade:0, Speed Upgrade
chisel:upgrade:1, Automation Upgrade
chisel:upgrade:2, Stack Upgrade
chisel:upgrade:3, Reversion Upgrade
chisel:ballomoss, Ball O' Moss
chisel:chisel, item.null.name
chisel:diamondChisel, item.null.name
chisel:obsidianChisel, item.null.name
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
CarpentersBlocks:itemCarpentersHammer, Carpenter's Hammer
CarpentersBlocks:itemCarpentersChisel, Carpenter's Chisel
CarpentersBlocks:itemCarpentersTile, Carpenter's Tile
CarpentersBlocks:itemCarpentersDoor, Carpenter's Door
CarpentersBlocks:itemCarpentersBed, Carpenter's Bed
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicHoe, Draconic Hoe
DraconicEvolution:draconicSword, Draconic Sword
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicHelm, Draconic Helm
DraconicEvolution:draconicChest, Draconic Chestplate
DraconicEvolution:draconicLeggs, Draconic Leggings
DraconicEvolution:draconicBoots, Draconic Boots
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernSword, Sword of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernHelm, Wyvern Helm
DraconicEvolution:wyvernChest, Wyvern Chestplate
DraconicEvolution:wyvernLeggs, Wyvern Leggings
DraconicEvolution:wyvernBoots, Wyvern Boots
DraconicEvolution:draconicCore, Draconic Core
DraconicEvolution:wyvernCore, Wyvern Core
DraconicEvolution:awakenedCore, Awakened Core
DraconicEvolution:chaoticCore, Chaotic Core
DraconicEvolution:draconiumDust, Draconium Dust
DraconicEvolution:draconiumIngot, Draconium Ingot
DraconicEvolution:draconiumBlend, Draconium Blend (Depreciated)
DraconicEvolution:dragonHeart, Dragon Heart
DraconicEvolution:teleporterMKI, Charm of Dislocation
DraconicEvolution:teleporterMKII, Enhanced Charm of Dislocation
DraconicEvolution:tclogo, TCLogo
DraconicEvolution:sunFocus, Solar Focus
DraconicEvolution:mobSoul, Mob Soul
DraconicEvolution:enderArrow, Ender Arrow
DraconicEvolution:safetyMatch:0, Box of Safety Matches
DraconicEvolution:safetyMatch:1000, Safety Match
DraconicEvolution:key:0, Key
DraconicEvolution:key:1, Key
DraconicEvolution:creativeStructureSpawner:0, Spawn Comet
DraconicEvolution:creativeStructureSpawner:1, Spawn Ender Island
DraconicEvolution:adminSpawnEgg, item.draconicevolution:adminSpawnEgg.name
DraconicEvolution:infoTablet, Draconic Evolution Information Tablet
DraconicEvolution:draconicIngot, Awakened Draconium Ingot
DraconicEvolution:draconiumEnergyCore:0, Wyvern Energy Core
DraconicEvolution:draconiumEnergyCore:1, Draconic Energy Core
DraconicEvolution:draconiumFluxCapacitor, item.draconicevolution:draconiumFluxCapacitor.name
DraconicEvolution:wrench, Crystal Binder
DraconicEvolution:chaosShard, Chaos Shard
DraconicEvolution:reactorCraftingPart:0, Reactor Stabilizer Frame
DraconicEvolution:reactorCraftingPart:1, Reactor Stabilizer Inner Rotor
DraconicEvolution:reactorCraftingPart:2, Reactor Stabilizer Outer Rotor
DraconicEvolution:reactorCraftingPart:3, Reactor Stabilizer Rotor Assembly
DraconicEvolution:reactorCraftingPart:4, Reactor Stabilizer Focus Ring
DraconicEvolution:nugget:0, Draconium Nugget
DraconicEvolution:nugget:1, Awakened Draconium Nugget
DraconicEvolution:chaosFragment:0, Tiny Chaos Fragment
DraconicEvolution:chaosFragment:1, Small Chaos Fragment
DraconicEvolution:chaosFragment:2, Large Chaos Fragment
DraconicEvolution:magnet:0, Item Dislocator
DraconicEvolution:magnet:1, Awakened Item Dislocator
DraconicEvolution:dezilsMarshmallow, Dezil's Marshmallow
Enchiridion:items:1, Book Binder
Enchiridion2:book:0, Create New Book
Enchiridion2:book:0, Introduction Book
ExtrabiomesXL:extrabiomes.logturner, Log Turner
ExtrabiomesXL:extrabiomes.dye:0, Black Dye
ExtrabiomesXL:extrabiomes.dye:1, Blue Dye
ExtrabiomesXL:extrabiomes.dye:2, Brown Dye
ExtrabiomesXL:extrabiomes.dye:3, White Dye
ExtrabiomesXL:extrabiomes.food:0, Chocolate
ExtrabiomesXL:extrabiomes.food:1, Chocolate Covered Strawberry
ExtrabiomesXL:extrabiomes.scarecrow, Scarecrow
ExtrabiomesXL:extrabiomes.paste, Cactus Paste
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:part.base:13, ME Gas Import Bus
extracells:part.base:14, ME Gas Export Bus
extracells:part.base:15, ME Gas Terminal
extracells:part.base:16, ME Gas Storage Bus
extracells:part.base:17, ME Gas Level Emitter
extracells:part.base:18, ME Gas Storage Monitor
extracells:part.base:19, ME Gas Conversion Monitor
extracells:storage.fluid:0, ME 1k Fluid Storage
extracells:storage.fluid:1, ME 4k Fluid Storage
extracells:storage.fluid:2, ME 16k Fluid Storage
extracells:storage.fluid:3, ME 64k Fluid Storage
extracells:storage.fluid:4, ME 256k Fluid Storage
extracells:storage.fluid:5, ME 1024k Fluid Storage
extracells:storage.fluid:6, ME 4096k Fluid Storage
extracells:storage.physical:0, ME 256k Storage
extracells:storage.physical:1, ME 1024k Storage
extracells:storage.physical:2, ME 4096k Storage
extracells:storage.physical:3, ME 16384k Storage
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage
extracells:storage.gas:1, ME 4k Gas Storage
extracells:storage.gas:2, ME 16k Gas Storage
extracells:storage.gas:3, ME 64k Gas Storage
extracells:storage.gas:4, ME 256k Gas Storage
extracells:storage.gas:5, ME 1024k Gas Storage
extracells:storage.gas:6, ME 4096k Gas Storage
extracells:pattern.fluid, item.extracells.pattern.fluid.name
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME Storage Component
extracells:storage.component:1, 1024k ME Storage Component
extracells:storage.component:2, 4096k ME Storage Component
extracells:storage.component:3, 16384k ME Storage Component
extracells:storage.component:4, 1k ME Fluid Storage Component
extracells:storage.component:5, 4k ME Fluid Storage Component
extracells:storage.component:6, 16k ME Fluid Storage Component
extracells:storage.component:7, 64k ME Fluid Storage Component
extracells:storage.component:8, 256k ME Fluid Storage Component
extracells:storage.component:9, 1024k ME Fluid Storage Component
extracells:storage.component:10, 4096k ME Fluid Storage Component
extracells:storage.component:11, 1k ME Gas Storage Component
extracells:storage.component:12, 4k ME Gas Storage Component
extracells:storage.component:13, 16k ME Gas Storage Component
extracells:storage.component:14, 64k ME Gas Storage Component
extracells:storage.component:15, 256k ME Gas Storage Component
extracells:storage.component:16, 1024k ME Gas Storage Component
extracells:storage.component:17, 4096k ME Gas Storage Component
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:storage.casing:2, Gas Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade, ME Upgrade
ForbiddenMagic:NetherShard:0, Wrath Shard
ForbiddenMagic:NetherShard:1, Envy Shard
ForbiddenMagic:NetherShard:2, Taint Shard
ForbiddenMagic:NetherShard:3, Pride Shard
ForbiddenMagic:NetherShard:4, Lust Shard
ForbiddenMagic:NetherShard:5, Sloth Shard
ForbiddenMagic:NetherShard:6, Greed Shard
ForbiddenMagic:GluttonyShard, Gluttony Shard
ForbiddenMagic:TaintShovel, Shovel of the Purifier
ForbiddenMagic:TaintPickaxe, Pickaxe of Distortion
ForbiddenMagic:ArcaneCakeItem, Thaumic Cake
ForbiddenMagic:SkullAxe, Axe of the Skulltaker
ForbiddenMagic:MorphPickaxe, Chameleon Pickaxe
ForbiddenMagic:MorphSword, Chameleon Sword
ForbiddenMagic:MorphShovel, Chameleon Shovel
ForbiddenMagic:MorphAxe, Chameleon Axe
ForbiddenMagic:MobCrystal, %s Imprinted Crystal
ForbiddenMagic:DiabolistFork, Diabolist Fork
ForbiddenMagic:WandCores:0, Tainted Rod
ForbiddenMagic:WandCores:1, Infernal Rod
ForbiddenMagic:WandCores:2, Eldritch Rod
ForbiddenMagic:WandCores:3, Blood Rod
ForbiddenMagic:WandCores:4, Witchwood Rod
ForbiddenMagic:WandCores:5, Profane Rod
ForbiddenMagic:WandCores:6, Inert Blood Rod
ForbiddenMagic:WandCores:7, Livingwood Rod
ForbiddenMagic:WandCores:8, Dormant Livingwood Rod
ForbiddenMagic:WandCores:9, Blood Staff Core
ForbiddenMagic:WandCores:10, Witchwood Staff Core
ForbiddenMagic:WandCores:11, Dreamwood Rod
ForbiddenMagic:WandCores:12, Silent Dreamwood Rod
ForbiddenMagic:WandCores:13, Dreamwood Staff Core
ForbiddenMagic:WandCores:72, Thaumium Bossed Tainted Wand
ForbiddenMagic:WandCores:72, Thaumium Bossed Infernal Wand
ForbiddenMagic:WandCores:2000, Orichalcum Studded Cosmic Neutronium Wand
ForbiddenMagic:WandCores:2000, Orichalcum Studded Cosmic Neutronium Staff
ForbiddenMagic:WandCores:36, Iron Capped Profane Wand
ForbiddenMagic:WandCores:84, Alchemically Crowned Blood Wand
ForbiddenMagic:WandCores:168, Alchemically Crowned Blood Staff
ForbiddenMagic:WandCores:84, Manasteel Entwined Livingwood Wand
ForbiddenMagic:WandCores:84, Elementium Kissed Dreamwood Wand
ForbiddenMagic:WandCores:144, Elementium Kissed Dreamwood Staff
ForbiddenMagic:WandCores:1, Terrasteel Nerfed Wooden Wand
ForbiddenMagic:WandCores:84, Void Aspected §kAlchemical§r Wand
ForbiddenMagic:WandCaps:0, Alchemical Cap
ForbiddenMagic:WandCaps:1, Vinteum Cap
